"id","duration","age","gender","sexuality","monogamy","nb_gender_attraction","sexualstandards_1","sexualstandards_2","sexualstandards_3","sexualstandards_4","sexualstandards_5","sexualstandards_6","sexualstandards_7","sexualstandards_8","sexualstandards_9","complexity_1","complexity_2","complexity_3","complexity_4","complexity_5","complexity_6","complexity_7","sexdrive_1","sexdrive_2","sexdrive_3","sexdrive_4","sexdrive_5","performanceandorgasm_1","performanceandorgasm_2","performanceandorgasm_3","performanceandorgasm_4","player_1","player_2","player_3","player_4","emotionalsex_1","emotionalsex_2","emotionalsex_3","courtship_1","courtship_2","courtship_3","courtship_4","courtship_5","courtship_6","courtship_7","courtship_8","initiators_1","initiators_2","initiators_3","initiators_4","appearance_1","appearance_2","appearance_3","appearance_4","appearance_5","doublestandards_1","doublestandards_2","doublestandards_3","doublestandards_4","doublestandards_5","ammsa_1","ammsa_2","ammsa_3","ammsa_4","ammsa_5","ammsa_6","ammsa_7","ammsa_8","ammsa_9","ammsa_10","ammsa_11","ammsa_12","ammsa_13","ammsa_14","ammsa_15","ammsa_16","ammsa_17","ammsa_18","ammsa_19","ammsa_20","ammsa_21","consent","arranged_1","situation_1","situation_2","situation_3","sex_1","sex_2","sex_3","sex_4","sex_5","sexlocation_1","sexlocation_2","sexlocation_3","sexlocation_4","sexlocation_5","sexlocation_6","contraception_1","contraception_2","contraception_3","contraception_4","contraception_5","metbefore","knownbefore","substances_1","substances_2","substances_3","substances_4","drunkstoned_1","drunkstoned_2","consentboy_1","consentboy_2","consentgirl_1","consentgirl_2","afterfeeling_1","afterfeeling_2","outlookgirl_1","outlookgirl_2","outlookgirl_3","outlookboy_1","outlookboy_2","outlookboy_3"
164,574,33,2,1,1,NA,1,1,1,1,1,1,1,1,1,5,5,5,6,5,6,4,4,3,4,3,2,4,3,6,5,4,4,3,5,5,5,3,2,3,1,3,3,3,4,2,4,3,2,3,4,4,4,4,3,3,4,3,2,1,1,2,4,1,1,1,1,2,2,4,1,2,1,2,1,2,1,1,6,1,4,1,4,5,4,2,3,2,2,3,2,3,3,1,1,1,3,5,5,5,1,1,3,4,3,1,1,1,1,1,2,1,2,1,5,5,5,1,1,5,1,1
165,458,57,1,1,1,NA,2,2,2,2,3,4,2,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,2,2,2,2,6,6,3,3,5,3,4,5,5,4,5,6,4,4,5,3,3,3,3,4,6,5,6,5,3,6,4,5,5,5,5,4,5,4,5,4,5,7,3,4,4,4,5,7,5,5,1,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,3,1,5,3,3,4,1,1,2,2,1,1,1,5,5,5,5,5,1,5,5,1
166,475,32,1,1,1,NA,4,3,3,4,3,3,3,3,3,3,3,4,4,3,4,3,4,3,3,3,4,5,5,5,5,2,3,4,3,3,3,3,3,4,2,4,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,4,3,2,3,2,3,2,2,2,3,4,2,2,4,2,2,3,5,3,4,4,2,1,4,3,3,3,3,3,4,3,4,3,3,2,2,3,3,4,4,4,2,3,3,4,3,3,2,2,2,2,2,3,1,4,3,3,4,3,4,4,3,3
167,792,53,1,1,1,NA,2,2,2,2,2,2,2,4,2,5,5,5,4,4,5,5,4,4,4,4,4,5,2,2,5,4,4,3,5,4,5,3,4,4,2,3,4,2,3,5,5,2,4,4,5,5,3,2,4,4,4,4,2,2,2,5,2,1,2,2,2,2,4,6,4,2,4,1,6,1,1,4,5,5,1,1,3,4,2,2,3,3,1,2,2,3,3,2,2,2,3,5,5,3,1,1,3,4,3,3,1,1,1,1,4,3,1,3,3,3,2,4,3,3,3,3
168,596,26,2,1,1,NA,2,2,2,2,2,2,2,2,2,5,5,6,5,5,6,5,3,2,3,3,3,6,4,6,6,4,3,3,4,5,5,4,4,2,2,5,5,4,2,3,5,5,5,5,5,3,4,4,4,4,4,4,3,3,2,5,6,1,1,1,1,3,5,3,1,1,1,1,2,1,1,2,6,3,1,1,5,1,1,4,2,2,5,5,2,5,4,1,1,1,1,5,5,5,1,1,4,4,4,4,1,1,1,1,1,1,1,1,5,5,5,2,1,5,2,1
169,787,36,2,1,1,NA,3,1,2,2,3,3,2,1,3,4,4,5,3,4,5,4,3,1,3,2,3,1,1,2,2,4,5,3,4,4,5,4,2,2,1,2,2,1,1,2,3,2,1,3,2,4,2,2,1,4,2,5,1,1,1,3,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,5,2,3,4,3,2,3,4,2,4,4,1,2,1,3,2,2,5,1,1,1,1,3,1,1,1,2,1,2,1,3,1,4,4,4,2,5,3,2,2
170,685,40,2,1,1,NA,2,1,2,2,2,2,1,2,3,4,5,6,4,4,5,2,3,2,2,3,3,1,2,1,2,4,5,3,4,3,3,2,2,4,2,4,2,1,2,2,4,2,2,2,5,4,4,4,3,2,4,2,1,1,2,4,4,4,3,3,2,3,5,4,3,3,5,4,2,4,2,2,4,5,2,1,5,4,2,2,3,2,4,3,3,2,4,1,1,1,1,2,4,1,3,3,1,3,5,5,2,1,2,2,1,1,3,2,4,4,3,3,2,3,3,3
171,865,23,2,1,1,NA,3,1,3,1,3,3,2,2,2,3,3,4,3,3,4,3,2,3,2,2,2,2,2,3,3,3,3,4,3,3,3,2,2,2,1,2,4,3,2,3,4,2,3,3,3,3,3,4,3,2,2,2,2,2,4,2,4,2,2,2,1,2,2,5,4,3,2,3,2,2,1,2,4,4,1,1,5,2,4,2,3,3,4,4,4,4,4,1,1,1,1,5,2,2,4,4,3,4,1,2,1,1,1,1,1,2,2,2,5,5,5,2,1,5,2,1
172,619,49,1,1,2,NA,1,1,1,1,1,2,1,1,2,4,5,5,2,5,3,3,2,2,2,1,2,2,1,4,4,3,4,3,5,3,3,3,4,5,1,3,3,3,4,3,6,2,3,2,5,3,4,3,6,3,3,3,3,1,4,4,4,1,1,2,2,2,4,2,2,4,5,3,1,2,1,1,4,5,5,1,5,2,2,5,5,5,1,3,3,5,5,1,2,5,3,2,5,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,4,1,5,3,1,5,2
173,613,47,2,1,1,NA,3,3,3,4,3,3,3,5,3,6,6,6,5,6,5,5,5,5,5,5,5,4,4,3,6,4,4,5,4,4,4,4,4,4,3,5,4,4,2,5,5,5,4,5,5,4,5,4,5,5,6,4,4,3,4,5,4,4,5,4,4,2,4,4,5,4,5,6,4,5,5,4,4,7,5,1,5,5,2,3,4,4,4,4,4,3,3,4,4,4,4,3,4,4,2,2,1,1,4,4,1,1,3,3,1,1,1,1,4,4,3,3,3,3,3,3
174,639,35,2,1,1,NA,3,3,3,3,3,3,3,3,2,4,4,4,3,4,3,4,4,4,4,4,4,5,4,4,5,4,5,2,5,4,5,4,1,2,1,1,1,2,1,1,5,2,4,2,2,1,1,1,1,1,1,1,1,1,4,2,4,4,4,2,2,3,4,4,2,4,5,3,4,2,2,4,4,5,5,1,4,4,3,2,3,3,3,3,3,4,4,1,1,1,1,2,5,5,1,1,3,4,3,4,3,1,2,2,3,3,3,3,4,4,4,2,1,4,4,4
175,690,39,2,1,1,NA,2,2,2,3,2,2,3,2,2,5,5,5,5,5,3,5,5,5,5,5,5,5,2,5,4,4,4,5,4,5,5,4,2,2,2,2,2,2,1,2,4,4,3,4,5,4,4,4,5,5,5,4,2,3,4,3,4,3,3,2,2,4,4,4,2,2,2,2,3,2,1,2,2,5,1,1,4,4,1,2,5,4,4,4,2,3,3,1,1,1,3,3,4,5,1,1,2,2,5,5,3,1,4,2,2,1,1,1,5,4,3,3,3,3,3,3
176,903,53,2,1,1,NA,4,3,4,3,3,4,3,2,3,4,4,4,4,3,3,3,4,4,4,4,4,4,1,4,5,4,4,2,4,3,3,3,1,1,2,1,1,2,1,3,4,1,2,4,2,4,4,3,2,2,3,3,1,1,2,2,2,1,1,1,1,5,2,1,1,2,1,1,1,1,1,2,2,5,1,1,1,5,4,5,3,1,4,4,2,1,4,2,2,1,3,4,5,1,1,1,5,5,5,5,1,1,3,3,4,1,4,1,1,1,3,3,3,3,3,3
178,451,23,1,1,1,NA,2,5,3,5,2,3,5,4,3,5,5,6,5,5,5,5,3,3,5,3,3,4,1,4,3,4,4,6,4,5,4,6,6,6,4,6,6,3,2,6,4,5,4,4,6,6,6,6,6,1,6,1,1,6,6,7,4,5,6,5,6,2,5,6,4,4,6,3,2,4,1,4,7,6,3,1,5,4,3,4,5,2,3,3,2,1,3,1,1,3,3,3,5,5,2,3,4,4,4,4,1,1,4,3,1,1,1,3,3,4,3,3,3,3,3,3
179,735,56,2,1,1,NA,1,1,2,1,3,3,2,1,1,5,5,5,4,5,6,3,4,4,5,4,3,4,2,4,3,4,4,5,4,4,5,4,2,2,1,2,1,1,1,1,4,1,2,2,1,2,1,2,2,4,4,3,2,1,1,2,4,1,1,2,3,4,3,3,2,2,1,1,3,3,1,2,2,4,1,1,4,3,3,2,3,3,2,4,2,3,3,1,1,1,3,5,5,2,2,1,4,4,3,2,2,1,2,1,1,1,1,1,4,4,2,4,2,3,3,2
180,628,60,2,1,1,NA,4,1,2,3,4,2,2,1,2,5,6,6,5,5,6,4,5,5,4,4,5,4,3,5,2,4,5,2,5,5,5,4,1,2,2,3,1,1,1,2,4,2,2,2,4,4,2,4,4,5,4,5,2,2,1,1,2,2,2,1,2,3,2,4,1,2,5,1,2,1,1,3,4,5,1,1,5,5,3,1,4,2,3,4,1,3,3,1,1,1,1,4,4,1,2,1,3,3,5,5,1,1,3,3,1,4,1,2,4,4,4,3,2,3,3,2
181,688,25,2,1,1,NA,2,1,1,1,2,1,1,1,1,1,6,6,5,5,4,5,3,2,2,2,2,4,2,4,5,4,5,6,5,3,3,3,1,2,1,1,6,2,1,2,4,2,1,2,4,3,5,1,2,2,2,3,1,1,1,1,4,1,1,1,1,2,1,3,1,1,1,2,6,3,1,1,1,1,1,1,4,4,4,3,3,3,4,3,3,4,4,1,1,1,3,4,4,1,2,3,2,4,5,5,3,1,4,4,2,2,1,1,4,4,3,3,3,3,3,3
182,577,21,2,1,1,NA,2,2,2,2,3,4,2,2,3,5,5,6,5,5,5,4,4,4,4,4,4,3,3,3,4,4,4,2,4,5,5,5,2,2,2,2,2,3,2,2,6,3,4,4,4,3,3,2,4,1,2,5,1,1,1,1,2,1,1,1,1,2,5,3,1,1,1,3,5,2,3,1,4,1,1,1,5,4,4,2,4,4,4,4,2,5,5,1,1,1,1,5,4,5,1,1,3,3,4,4,1,1,2,2,2,1,1,1,4,2,2,4,4,1,5,4
183,494,34,1,1,1,NA,2,2,2,2,2,2,2,2,2,4,4,4,3,4,5,4,1,2,2,4,1,2,2,4,3,4,4,4,4,6,5,6,5,5,3,4,5,5,4,6,4,4,3,6,6,5,5,6,6,1,6,4,4,1,1,4,5,1,1,3,1,5,4,2,1,4,1,2,1,4,1,1,5,5,5,1,5,4,1,4,5,5,1,4,4,4,5,4,3,2,3,1,1,4,3,4,2,4,5,5,1,1,3,4,1,1,2,3,4,4,5,2,2,1,4,2
184,738,33,1,1,1,NA,4,1,3,1,2,2,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,4,2,4,4,3,4,2,4,2,2,2,1,2,1,1,1,1,1,1,2,1,2,3,1,1,1,2,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,5,3,3,4,4,3,4,2,3,4,4,1,1,1,2,4,5,2,1,1,4,4,2,2,1,1,1,1,1,1,3,1,4,4,3,3,3,3,3,3
185,1324,48,2,1,1,NA,2,1,2,1,2,5,1,2,3,6,6,6,5,5,2,6,5,3,5,5,4,2,2,5,3,6,6,4,6,5,3,2,2,4,1,4,2,2,1,1,5,2,1,2,2,4,3,5,3,5,5,5,1,1,4,5,5,4,5,5,6,6,7,5,4,5,4,2,7,2,5,2,5,5,4,1,5,4,2,2,4,3,5,4,2,3,4,2,2,1,3,5,5,2,1,1,1,1,4,4,1,1,2,2,4,1,1,1,3,3,4,3,2,3,3,2
186,626,64,2,1,1,NA,3,2,5,3,3,3,3,1,2,4,5,6,5,3,5,4,2,1,2,2,2,4,2,2,6,3,3,2,3,2,2,3,1,1,1,1,1,1,1,2,1,1,2,5,4,5,2,3,4,4,3,3,2,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,4,4,1,1,4,4,4,4,3,1,1,1,2,3,4,2,4,5,1,1,1,1,5,5,2,1,3,3,2,1,1,1,4,4,3,3,3,3,3,3
187,679,31,2,1,1,NA,4,5,5,4,4,4,2,2,4,4,4,4,5,4,5,3,5,5,5,5,4,3,1,2,3,3,3,4,3,6,5,4,4,3,3,2,5,1,1,5,5,4,3,5,6,3,4,3,5,4,4,5,2,1,1,2,4,1,1,1,1,4,1,1,2,1,2,1,1,1,1,3,3,3,1,1,4,4,4,2,3,2,2,3,3,2,2,1,1,1,1,4,4,3,2,3,1,4,5,5,2,1,2,2,3,3,3,3,4,4,4,2,2,3,3,3
188,644,37,2,1,1,NA,1,1,3,1,1,2,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,6,1,1,1,1,1,2,2,3,1,1,1,1,1,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,1,4,4,7,4,1,1,5,5,5,5,5,5,3,3,3,4,4,1,1,1,1,5,5,5,5,1,5,4,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,5,1,1
189,639,60,2,1,1,NA,4,2,3,3,2,2,2,2,1,4,5,5,4,4,2,3,4,3,3,4,4,5,2,4,5,2,2,2,3,4,4,3,3,2,1,3,1,2,1,1,4,4,4,3,3,2,4,4,2,3,3,3,4,1,2,4,3,2,2,2,4,5,4,2,2,3,5,4,2,4,1,2,5,5,1,1,4,2,1,4,4,3,4,4,2,4,2,1,1,1,4,3,4,1,3,2,4,4,4,4,1,1,2,2,1,1,1,1,4,4,3,3,3,3,3,3
190,578,51,2,1,1,NA,2,2,2,2,2,2,3,2,1,6,5,6,6,6,5,5,4,4,4,5,4,3,3,4,4,2,3,3,2,5,5,2,1,4,2,2,2,1,1,2,2,2,1,4,2,2,2,1,2,4,2,4,2,2,2,2,6,2,2,2,3,3,4,5,4,2,2,3,2,2,2,1,3,5,4,1,4,3,2,4,4,4,3,4,4,4,4,5,3,2,2,2,4,2,3,1,3,4,4,4,1,1,1,1,2,1,2,2,4,4,4,2,2,4,3,2
191,573,34,2,1,1,NA,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,4,6,5,6,6,3,3,2,2,6,6,5,2,2,2,1,5,2,1,4,6,5,5,4,5,5,5,5,5,4,5,5,1,1,3,2,2,3,5,3,3,2,5,5,3,5,4,3,1,1,1,4,7,3,3,1,5,4,4,3,5,3,4,5,1,4,2,1,1,1,1,4,4,3,2,2,5,5,4,4,1,1,1,1,1,2,1,1,4,4,4,2,2,4,3,3
192,540,49,2,1,1,NA,3,3,3,3,3,3,3,4,2,4,3,5,4,4,5,2,2,1,2,1,2,2,1,4,5,2,2,3,3,2,2,2,2,1,1,2,1,2,1,1,2,2,2,1,4,4,4,4,4,1,2,1,1,2,2,4,3,2,2,2,3,1,3,2,2,1,2,3,1,2,1,3,4,2,2,1,4,4,4,2,4,3,2,3,3,3,3,1,1,1,1,5,5,5,2,4,1,1,4,4,1,1,3,3,2,1,1,1,4,4,4,2,1,3,3,3
193,488,23,2,1,1,NA,1,1,1,2,1,1,1,1,1,6,6,6,6,5,6,5,5,4,5,5,2,5,5,6,5,5,5,5,5,5,5,5,2,3,1,3,4,3,4,3,5,5,5,5,6,4,5,6,4,4,4,5,3,1,1,1,3,2,1,1,2,1,2,3,1,1,1,5,7,5,1,5,4,2,1,1,2,4,2,2,4,3,2,4,2,2,4,1,1,1,1,4,5,3,1,5,1,1,4,4,1,1,3,3,1,1,1,1,4,4,4,2,2,3,3,3
194,797,57,2,1,1,NA,3,1,1,1,3,2,3,5,2,4,4,4,4,3,6,3,5,3,5,3,6,6,2,2,2,3,3,5,3,4,5,5,1,3,1,1,3,4,1,1,4,2,4,3,3,2,3,2,4,1,1,3,2,3,4,5,4,3,3,3,4,5,5,2,3,5,3,2,1,4,3,5,3,3,4,1,3,2,2,2,1,3,3,2,1,1,3,1,1,1,2,5,4,5,1,4,1,1,4,1,3,1,1,1,2,1,5,1,3,1,2,4,3,1,2,5
195,830,31,1,1,1,NA,2,2,2,2,2,2,2,2,2,5,4,4,4,4,5,3,4,3,3,3,4,2,2,2,4,3,3,4,3,4,4,4,3,5,2,3,4,3,2,2,4,3,2,3,5,2,3,2,4,2,4,2,2,2,4,4,4,2,3,3,2,2,3,4,2,2,3,4,2,4,1,4,3,3,1,1,5,2,2,4,4,4,4,3,3,4,4,1,1,1,2,4,5,3,1,1,4,4,5,5,1,1,2,2,2,2,2,1,3,3,3,3,2,3,2,2
196,538,36,1,1,1,NA,2,2,2,2,2,2,2,2,2,5,4,2,4,2,2,2,1,2,2,2,2,5,2,2,3,2,3,2,2,2,2,2,4,5,1,1,1,1,1,1,1,1,1,1,5,1,2,4,4,1,1,2,1,1,1,2,2,1,1,1,1,3,1,5,1,1,1,1,1,1,1,5,1,1,1,1,4,4,2,4,4,4,2,4,4,4,4,2,2,1,1,5,5,5,1,1,3,4,4,4,1,1,2,2,3,3,3,3,4,4,3,3,3,3,3,3
197,675,33,2,1,1,NA,4,1,3,2,3,3,1,1,2,5,5,6,5,4,6,3,4,1,4,2,2,2,5,6,5,5,5,4,5,3,4,4,2,1,1,1,1,1,1,1,4,1,1,2,6,1,3,5,3,2,4,2,1,1,3,1,1,1,1,1,1,1,4,1,1,1,2,1,3,1,1,4,5,1,1,1,5,5,3,4,4,4,4,4,4,4,4,1,1,1,2,5,5,5,1,1,4,4,5,5,2,2,2,2,1,1,1,1,5,5,3,3,1,3,3,1
198,830,48,2,1,1,NA,4,1,4,2,6,6,5,2,4,5,5,5,5,6,6,5,5,3,3,3,3,1,1,6,4,4,4,3,4,5,5,3,4,3,2,1,5,1,1,3,2,3,3,6,6,1,5,5,3,3,3,4,2,4,4,5,4,3,3,4,4,6,5,5,3,2,5,3,1,3,1,5,7,4,3,1,3,4,3,2,2,2,4,4,3,3,4,1,2,2,3,2,2,5,1,1,4,4,4,5,1,1,2,2,3,3,2,1,4,2,3,3,3,3,3,3
199,602,22,2,1,2,NA,3,1,1,3,2,4,2,1,4,5,5,5,5,4,4,5,2,2,3,2,3,3,3,6,4,5,5,5,5,4,5,4,2,2,1,1,1,1,1,2,3,5,2,4,5,2,2,2,5,2,4,4,2,1,1,1,3,1,1,1,1,2,2,4,1,1,1,2,1,2,1,4,4,1,1,1,5,4,2,5,5,4,2,5,4,5,3,2,1,2,2,4,5,1,1,2,5,5,5,4,2,1,3,2,2,1,2,1,5,4,4,1,1,4,3,1
200,1222,32,2,1,1,NA,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,4,3,3,4,3,5,5,5,5,2,3,2,2,3,4,2,4,2,2,5,2,2,1,3,4,3,2,4,2,1,2,4,3,2,5,3,4,1,4,3,4,4,1,1,2,3,4,4,2,3,5,4,1,4,1,2,5,1,1,1,5,4,4,2,4,4,1,4,4,4,4,1,1,1,2,5,4,4,1,4,4,4,4,4,1,1,2,2,2,1,1,1,5,5,4,2,1,4,2,1
201,1060,29,1,1,1,NA,2,1,2,2,4,5,2,4,6,6,6,6,5,6,5,5,2,2,3,2,1,6,6,6,6,5,5,3,5,1,6,1,5,5,1,5,3,3,1,5,6,3,5,4,5,4,4,3,3,4,2,3,3,1,5,3,3,4,5,5,3,5,2,5,5,5,6,3,4,3,2,3,1,6,5,1,4,4,5,2,4,4,4,2,4,1,1,4,1,1,4,5,5,2,1,2,1,1,4,4,1,1,3,3,2,1,2,1,4,4,4,2,1,2,4,2
202,1088,58,2,1,1,NA,3,2,4,2,3,2,2,2,3,3,4,4,4,4,4,3,2,2,2,2,2,3,3,4,5,4,4,5,5,3,3,2,1,2,2,1,1,1,2,1,4,1,1,4,3,4,3,4,3,3,3,2,2,1,1,1,4,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,3,2,4,3,2,1,2,3,3,2,3,2,4,1,3,2,1,1,5,5,2,1,2,2,1,1,4,2,2,1,1,1,4,2,4,3
203,720,39,1,1,1,NA,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,2,2,4,4,5,5,5,5,5,5,5,2,4,2,2,4,2,2,4,4,4,4,4,4,2,5,2,2,4,4,4,3,5,2,6,2,2,2,2,2,6,2,6,2,5,6,6,3,6,2,6,2,6,2,1,4,4,2,1,4,3,4,2,4,2,4,1,1,1,1,4,4,4,1,4,3,3,2,2,1,1,1,1,1,4,1,1,4,4,3,3,2,4,4,2
204,940,47,1,1,2,NA,3,3,3,3,3,4,2,2,3,4,4,5,5,5,4,3,4,3,3,5,3,5,3,4,4,4,4,2,2,3,4,3,3,4,2,3,4,3,2,4,5,3,4,4,4,3,4,4,4,4,4,4,2,2,5,5,3,3,5,3,4,5,5,1,4,4,5,4,6,4,4,2,4,5,2,1,4,4,5,3,2,2,2,3,3,3,3,2,3,2,1,4,4,3,1,1,4,5,5,5,1,1,3,3,3,2,3,2,3,3,4,3,3,4,3,3
205,594,43,2,1,1,NA,1,1,1,1,1,1,1,1,1,3,4,4,4,3,2,3,3,3,3,3,3,4,2,3,5,3,3,3,3,3,4,2,1,2,1,1,1,1,2,2,4,1,2,3,2,4,4,3,4,2,1,3,2,1,4,4,2,4,3,4,3,1,4,4,4,3,2,1,6,2,4,2,4,4,2,1,2,3,3,1,3,2,2,3,2,1,1,1,1,1,1,3,5,5,1,1,3,5,4,4,1,1,2,2,3,3,3,3,3,3,4,2,1,3,3,3
206,691,49,1,1,1,NA,2,2,1,2,2,2,1,1,1,4,4,2,2,4,4,2,1,2,2,2,2,3,2,5,5,4,4,2,4,4,4,4,2,4,1,1,1,1,2,4,5,1,2,4,4,2,2,3,2,2,3,5,2,2,2,2,2,1,4,4,5,2,3,4,5,2,2,3,2,5,4,3,4,5,2,1,5,2,2,4,2,2,4,3,4,4,3,4,4,2,2,4,2,2,4,2,1,1,4,4,1,1,2,2,2,4,3,3,4,4,3,3,4,2,3,3
207,1095,35,2,1,1,NA,2,2,2,2,2,2,2,2,2,6,6,6,1,3,1,3,3,2,4,2,4,5,2,5,6,4,4,4,4,4,4,2,1,4,2,2,1,2,1,1,6,2,6,4,3,3,2,5,4,2,4,3,2,1,4,6,3,5,5,1,3,5,3,5,4,2,3,4,2,3,1,2,5,6,4,1,5,4,2,1,3,2,4,3,2,4,1,1,3,1,1,5,5,1,1,2,4,4,4,4,1,1,1,1,3,1,3,1,4,4,4,2,5,4,2,2
208,460,60,1,1,1,NA,2,1,1,1,4,4,1,1,2,5,5,5,5,5,6,2,4,4,4,4,4,4,4,4,5,1,1,1,1,4,5,1,2,4,1,2,4,4,1,2,6,1,1,4,6,6,4,5,4,3,4,4,1,1,1,2,1,1,1,1,1,1,1,6,1,2,1,1,1,2,1,1,2,2,1,1,5,4,1,2,5,3,1,2,3,5,4,1,1,1,1,4,4,1,4,1,5,5,4,4,1,1,1,1,1,2,1,1,2,2,4,2,1,3,3,1
209,651,31,1,1,1,NA,2,2,3,2,4,4,4,3,3,5,5,5,5,5,4,5,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,3,2,3,2,2,3,2,2,5,5,2,4,4,4,5,5,2,3,4,4,4,4,2,5,5,4,5,4,3,5,5,4,4,4,5,6,4,6,5,5,6,2,5,2,1,4,4,3,4,4,3,2,3,2,3,3,2,2,2,2,4,4,4,2,4,1,1,4,4,1,3,3,3,2,4,3,3,4,4,3,3,3,3,3,3
210,1196,40,2,1,1,NA,3,1,3,1,3,2,2,2,3,5,6,5,5,5,5,5,3,2,3,2,3,3,3,5,4,5,5,4,5,4,5,4,3,3,1,1,2,1,2,3,4,3,3,2,5,5,4,3,3,5,5,3,2,1,1,2,2,1,1,1,1,2,2,2,1,2,1,1,2,1,1,1,2,2,1,1,5,3,4,1,3,3,2,4,2,5,1,1,1,1,1,5,5,5,1,1,5,5,4,4,1,1,2,2,1,1,1,1,5,5,4,2,1,4,1,1
211,1498,26,2,1,1,NA,5,2,2,2,4,4,1,2,2,6,6,6,6,6,1,3,6,3,5,6,3,2,3,6,6,2,3,4,2,6,6,4,2,4,1,3,4,3,1,4,6,3,3,2,5,4,5,5,4,6,5,6,2,3,5,5,7,3,5,3,4,3,2,7,2,4,5,3,4,3,5,7,2,6,6,1,5,2,5,4,5,5,2,4,4,1,4,1,2,1,1,4,5,1,1,1,3,4,5,5,1,1,2,2,2,1,1,2,4,4,5,1,1,4,2,3
212,1149,68,2,1,1,NA,2,2,2,1,2,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,5,3,3,3,5,4,4,4,4,4,4,2,2,2,3,2,4,4,3,3,4,3,4,4,4,2,2,4,3,1,4,7,4,4,4,4,3,3,2,4,4,5,6,4,2,4,3,1,5,5,1,1,2,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,1,2,2,2,1,1,2,4,4,4,2,2,4,2,2
213,906,35,2,1,1,NA,3,2,2,3,2,2,1,2,3,3,4,3,4,2,3,2,3,3,4,3,4,2,1,1,3,2,2,2,3,4,3,3,2,4,1,2,2,3,1,1,4,3,3,2,2,2,3,3,4,2,3,3,3,2,4,2,4,2,4,5,4,3,4,3,2,4,2,3,1,4,1,4,2,3,2,1,5,4,3,1,2,3,3,4,4,2,2,1,1,2,4,5,5,3,1,1,3,4,4,4,1,1,2,2,4,3,3,4,4,4,4,2,2,4,2,2
214,584,33,1,1,1,NA,2,2,2,2,2,2,2,4,2,5,5,6,5,4,5,3,5,4,5,5,5,5,4,4,4,4,4,3,4,5,5,3,2,2,1,2,2,2,1,2,4,2,3,5,6,4,4,4,5,2,4,4,1,1,2,3,1,2,2,2,1,3,4,4,2,2,1,2,2,2,1,4,1,1,1,1,5,3,2,2,4,4,3,4,3,4,4,2,1,1,1,5,5,3,1,1,3,4,1,2,1,2,1,1,1,1,2,2,5,5,4,3,1,4,3,1
215,721,21,2,1,1,NA,2,2,2,2,2,4,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,3,2,2,3,3,3,2,2,2,2,1,2,1,1,1,1,5,3,3,3,2,2,2,3,1,1,2,2,3,1,2,2,3,1,1,1,1,4,3,2,1,2,3,2,6,2,2,5,4,5,1,1,3,2,4,1,4,3,1,4,3,2,4,1,1,1,1,5,5,5,1,1,4,4,2,2,1,1,1,1,2,2,2,2,5,5,5,1,1,5,1,1
216,852,67,1,1,1,NA,3,5,4,4,4,5,5,2,4,6,5,5,5,5,6,4,2,3,3,3,1,5,6,6,5,3,3,3,2,2,3,2,6,5,4,5,3,3,1,6,6,4,3,6,6,5,5,6,4,2,5,3,2,3,3,4,2,4,4,2,4,6,5,5,3,4,6,4,3,4,3,5,7,6,3,1,5,4,2,3,5,3,4,3,3,4,2,4,2,3,2,2,3,2,4,2,3,5,4,5,1,1,2,2,1,5,3,2,5,5,3,4,2,4,3,2
217,646,31,2,1,1,NA,1,1,1,1,1,1,1,1,1,3,4,4,4,4,5,3,3,3,3,3,3,5,4,4,4,4,4,2,4,2,2,2,1,1,1,1,1,1,1,1,4,2,1,2,3,3,3,4,2,2,4,3,3,1,2,1,2,1,2,1,1,2,2,3,1,2,1,1,2,1,1,1,1,2,1,1,4,4,4,4,4,3,4,4,4,4,4,1,1,1,1,5,5,5,1,1,4,5,2,2,1,1,1,1,2,1,2,2,5,5,4,2,2,4,2,2
